x643,x716,x746,x291,x96,x66,x685,x633,x664,x200,x751,x787,x882,x731,x391,x349,x89,x730,x523,x336,x186,x333,x384,x230,x173,x424,x651,x546,x752,x611,x298,x607,x0,x363,x83,x829,x367,x135,x789,x772,x493,x728,x126,x484,x185,x823,x275,x82,x328,x72,y
-0.6715385035675974,-0.6786050348302387,0.11399062319399958,-1.2938895694425596,-0.13305213555256304,-0.642977806223095,-1.0091264140986258,0.6499689668750824,0.833499307719058,-0.5504499045707554,-1.1817782930505276,-0.6146046869870542,0.07511641471663252,0.0,0.462670133309553,-0.45526158838423075,-1.2016164436537102,-0.7144808937920781,0.0,0.6556517347076793,-0.7135383892699093,0.3386908160768653,-0.3604895635031704,-0.6278753484783915,-0.723315406466849,0.6801851498507092,-0.5598597506829313,-0.0879744587770965,-0.5618629158678717,-0.6529539296894977,-0.6350984688097246,-0.6763483915638406,-0.18369367540446357,-0.5526532221520057,-0.924156975177148,-0.36450619751662194,-0.633054734198153,0.1060661672734263,-0.32253175425044495,0.0,0.0,-0.9489882143814637,0.7108467129497412,-0.6407029583662944,-1.3329066069533455,0.6743624418059185,-0.32993365201843705,0.317762624692919,-0.7149679393585885,-0.9764715619895767,75.0
-0.06615107542580202,-0.5998143466131013,0.3558464259744887,-1.6760347673771607,7.841598408444805,-0.06701388247727086,-2.3738031294079804,0.024264452483414124,2.226512541014756,-0.33963453861181564,-1.7332437479228728,-1.3080859037608388,-2.0653391134585197,0.0,2.3433064932622005,-1.4586328345891235,-0.14390220894189085,-0.683684516822019,0.0,0.035553106598702845,-0.31415395958404374,1.9619443550121851,-0.7788012712197022,-1.2150518470778828,-1.4612480045262874,-0.3752005183565151,-1.095125383008051,0.2577918569275133,0.23277231059348283,-0.08600109109452732,-0.23196887942962924,-1.6422144576617312,-1.8439325894903806,-0.19492290585531055,-2.302915694939169,-1.5893892443148074,-0.3902774884948623,-0.9802153416787296,0.10447890278434173,0.0,0.0,0.40343785071662225,-0.9557270192930862,-0.14042053790273465,-2.068208764060848,0.11019518357402246,-1.5217390357599618,2.106737960565016,-2.106879963955437,0.4720038312753608,76.0
0.5431975259765304,0.20090828227458404,0.4617436653027987,-1.0898526147099838,0.7233581256516057,0.5339213845958645,-0.1208726065745096,-0.5734780764785344,0.15225582508837854,0.6111196607474414,-0.9702244813266141,-0.29343709651832567,-1.6561259445981509,0.0,0.7356438654487142,-1.8238821180548248,-0.39136112613633856,-1.3531404137617757,0.0,-0.5687601941241897,-0.6838876263435922,0.4861736226559303,-1.505175151086875,-0.5256856909578673,-0.20891116784338704,-0.9217537255683063,-1.2621249586134624,-0.19699995216878485,0.5395496706040288,0.5129480440945573,0.3848814775957455,-0.4123037732954528,-1.8100859959025066,0.31939159254530636,0.7643478758461487,-0.18670994180037223,0.2428105727588617,0.33215123919335215,0.29872349949947785,0.0,0.0,0.44377700610280174,0.14620578393973022,0.4692899688380188,-2.3646848256499213,-0.5098183228384444,0.25022923896153854,1.815552682532802,-0.1092211925866245,-1.0587448272948978,74.0
0.018417767255553774,-0.26377005102753465,-0.7485631597178698,-1.353737825082162,1.3073360149636064,0.02923754881908612,0.2757685118424845,-0.03929572768089414,0.7257766470299933,-0.30876973834522103,-0.6906216742170564,-0.6008972862102522,-0.06223723045953209,0.0,-0.22172811158357839,-0.21901159497485317,-1.3001369563461547,-0.4658654840950015,0.0,-0.03632958527537704,-0.13167992569613024,-0.33948031465297374,-0.18138362161784471,-0.798882611082975,-0.567534381256076,-0.13912463975848993,-0.6652633392979946,-0.20182148314252815,-0.2166473767105827,0.01422163262929986,-0.01859424220803484,-0.6170754499035302,-0.1371700780753082,-0.17698702767534683,-0.7128071162692773,0.1322616775321348,-0.06728839171421243,0.9521208796215689,-0.18175758182353227,0.0,0.0,0.7267871357176445,-0.6185993865668925,0.008389859687808325,-0.4320198822960886,-0.007417676578342775,-0.24856125405064425,-0.2702906218944086,-0.16849074332733616,-0.903389922910727,70.0
-0.11089096610725417,-0.13213681994439255,0.08483724270026956,0.047024472532856444,-0.17678304417556234,-0.0994401735938643,-0.6648461727873015,0.08583717493086264,-0.2823008853101486,0.17286043232410175,-0.513862216195679,-0.25650210471104395,-0.7088738244756648,0.0,0.9444691523510872,-0.2943113016050743,-0.14526205561227976,-1.6503984496652964,0.051148246973752975,0.058880193007546246,-0.4048152663270988,0.6955206986227128,0.5083030967435566,-0.09679845503862208,-0.10806201244567364,-0.05089959179740918,1.528751490765559,-0.4546434724838377,-0.10511597196467957,-0.11439553943221055,-0.16081211177747098,-0.23841768868696986,-0.5228175199130027,-0.5602116441760578,-0.003397582246894075,1.0117790177816544,-0.22240996749500527,0.6564373762778669,0.40896405003089126,0.0,0.0,0.0715592707288373,0.26199227569057065,-0.12664576995618357,-0.7489400481497305,0.12693584225379193,-0.28678796379183225,0.5191210746167189,-0.9132530847742666,-0.08495639117660334,74.0
-0.28776568865980884,-0.2559839030793264,-0.48238144982417214,0.10602514359836965,2.3368415322069347,-0.26606734800405696,0.5583157779295418,0.2711418668114605,0.45601749561032334,-0.2108544429761562,-0.5756884532377333,-0.21513483234362116,-0.2716669599267071,0.0,-0.5433051723545625,-0.14076290625504292,-0.5656950762838363,-0.35039651156635,0.0,0.27354725074701985,-0.5023384181636498,-0.7114819663513772,-0.0663859667838971,0.22077419533117826,-0.1082649287774382,0.29722012961343336,0.19544013662993676,-0.25579357256211716,-0.3567676023681797,-0.2778961538352315,-0.2622531315079589,-0.18159317401959993,-0.20986689900528302,0.7219511710644736,0.05021565518193238,0.9459737593404348,-0.26324145241959324,-0.8101473063848955,-0.3907923850489688,0.0,0.0,0.9930439993105358,-0.4253211595785516,-0.2645661130203184,0.10981774814399661,0.2877459854508313,0.17892288573799123,0.0699375405138983,1.282056016905285,0.027374685655135084,79.0
-0.8181123580998481,-0.8252289242380054,0.337319568956995,-1.4797702665042705,3.7327302579054407,-0.8729251692893648,-0.6421968154542224,0.8823900218223276,0.4067390545635522,-0.8435864655050834,-1.7078446351318224,-0.7061953056228867,-1.8025141428659999,0.0,1.1521313459129952,-1.3657869487999923,-0.16016653955948007,-0.6777797958709044,0.0,0.8897133828270357,-0.5579457304032998,0.627315954481653,0.19508923364984837,-0.6758137927816915,-0.6529992932322207,0.904546875738012,0.55262957950347,0.08125113102896746,-0.9981896717328967,-0.8816715476447894,-0.8581721947926034,-0.5227653060498139,-1.6554673282433359,-0.9628980208929565,-0.617542404159434,-0.03307449907569937,-0.8501598330393458,0.06339712430465569,0.24489127188213777,0.0,0.0,-0.4356142152745777,0.12603064104513406,-0.8681549255891229,-0.875655540557198,0.9095257228397613,-0.5945555754989921,0.927662270246485,-0.28171604393995137,0.7179170385679394,90.0
-0.8392699041678715,-1.0573452283671905,0.5782045084119316,-0.8939172507993788,0.14048080551206493,-0.8063497748273454,-1.6016023274305198,0.8175777785964993,-0.049587974779860045,-0.8747031018811893,-1.5764023776825515,-1.0554867615954926,-0.6829181856817329,0.0,1.9294505855863762,-0.5582964384326606,-0.7032121810146492,-0.5846242327219031,0.0,0.8238759231817474,-0.44563134919126524,1.721163544460145,-1.18641502821457,-0.18366617174445746,-1.3273430619195286,0.8799376575259713,-0.8772328420662966,-0.8453486524695312,-0.8285870494465416,-0.8736959929432232,-0.790457566399868,-1.122191592970917,-0.6432901204231315,-0.6279578314607944,-0.7669214059418358,-0.20017589950352155,-0.7700680599263111,-0.2687367546460598,-0.2686708280079467,0.0,0.0,-0.01144791341561233,0.5540245453057905,-0.798351433669556,-0.3608740089501447,0.8400138613429798,-1.5599524928555355,2.462286198260444,3.3840667823348958,0.355379111534279,82.0
-0.4764427988874905,-0.3367246481216919,-0.7058340830400288,1.4238130693410238,0.5488744833670456,-0.45216969685306285,-0.262379459487561,0.4561973202322225,1.0500707258493585,-0.4804277696298358,1.1433735850935458,-0.1413401241581391,0.5520741563884516,0.0,-0.33118681376632175,0.7642620458390063,-0.32210905504098464,0.0819448588629933,0.0,0.4606351134650042,0.13519627027505565,-0.5011923081589036,-0.20686445224839373,-0.4596439949281704,-0.17978076134973867,0.4661233781304002,0.25510111407917446,-0.6288637256185693,-0.48089615871428604,-0.4633881194909575,-0.1656129859634019,-0.04324796302168494,0.027571266761188852,-0.4022754593661782,0.27820813302733505,-0.195158992471485,-0.459841430027074,-0.07787044277985554,-0.08007278828039462,0.0,0.0,-0.2303408624030947,-0.7585038361849735,-0.45353545085082947,0.941020637661657,0.4797731230819249,0.037780253880597046,-0.6191217933534916,0.5869219003378888,-0.4294014897630428,64.0
0.6382550096667025,0.8208491911789032,-0.5537270138242447,0.27378108620546837,-0.19085608858138936,1.1106513562343054,0.32324310282124435,-1.1190384789428804,-0.47878703947844614,0.7885287338672311,0.5068477406450079,0.5666811982414506,0.9818364643930928,0.0,-0.21439433511061776,0.45988364938978826,1.2304809076199343,1.6580057704764355,0.0,-1.1270188583098188,0.5091465597215399,-0.5885075164291951,0.10977536560476463,-0.26147227592669003,0.42182828493826147,-0.6567535988969482,-0.3835965663946163,0.5008818703059071,1.0934111250408223,1.0915473016742037,1.0770070285165978,0.29692489352480855,0.7690132667862659,0.5678325972921946,0.4869253738558408,-0.7976364780416564,1.0442687142632157,0.07277149695187589,0.425951551832831,0.0,0.0,-0.2299458559625529,0.6089521176993548,1.09916784643652,-0.2633724454563159,-1.1209018906278303,0.14709156800964765,-0.3835390310250049,-0.10874459649911972,-0.35427744287767304,55.0
